SDF assignment March 2019, simulated position coordinate readings
 LZF, 12 Mar 2019
 time/s xMeas/m yMeas/m
00824340 -2984.11 -2792.76
00824400 -2984.24 -2793.70
00824460 -2984.82 -2793.67
00824520 -2982.78 -2794.19
00824580 -2983.75 -2794.65
00824640 -2983.66 -2796.13
00824700 -2982.96 -2795.81
00824760 -2982.56 -2796.52
00824820 -2982.96 -2797.81
00824880 -2981.52 -2797.84
00824940 -2981.85 -2798.45
00825000 -2982.12 -2798.75
00825060 -2981.74 -2800.19
00825120 -2981.27 -2801.19
00825180 -2981.91 -2802.35
00825240 -2982.17 -2802.62
00825300 -2980.60 -2803.47
00825360 -2981.74 -2804.09
00825420 -2982.25 -2805.04
00825480 -2981.01 -2805.87
00825540 -2980.44 -2806.70
00825600 -2981.93 -2807.37
00825660 -2981.09 -2808.48
00825720 -2981.09 -2808.71
00825780 -2981.36 -2810.06
00825840 -2980.89 -2810.78
00825900 -2980.73 -2812.11
00825960 -2980.86 -2811.32
00826020 -2980.53 -2813.42
00826080 -2980.03 -2813.78
00826140 -2980.37 -2814.49
00826200 -2980.44 -2815.90
00826260 -2981.58 -2816.45
00826320 -2980.63 -2817.12
00826380 -2979.35 -2817.73
00826440 -2980.28 -2818.60
00826500 -2980.67 -2819.78
00826560 -2980.80 -2820.03
00826620 -2980.34 -2820.33
00826680 -2979.59 -2821.40
00826740 -2979.89 -2822.36
00826800 -2980.46 -2823.69
00826860 -2979.96 -2824.55
00826920 -2979.06 -2824.82
00826980 -2980.33 -2825.37
00827040 -2979.71 -2826.13
00827100 -2979.39 -2827.49
00827160 -2979.85 -2827.76
00827220 -2978.16 -2828.42
00827280 -2979.76 -2829.82
00827340 -2979.13 -2829.23
00827400 -2978.82 -2830.79
00827460 -2978.77 -2831.51
00827520 -2979.35 -2831.86
00827580 -2979.48 -2832.74
00827640 -2979.23 -2834.34
00827700 -2978.75 -2834.19
00827760 -2978.78 -2835.45
00827820 -2978.29 -2836.29
00827880 -2978.24 -2836.82
00827940 -2978.98 -2837.05
00828000 -2978.62 -2837.77
00828060 -2978.47 -2839.43
00828120 -2978.56 -2840.34
00828180 -2978.72 -2840.30
00828240 -2979.01 -2841.86
00828300 -2978.07 -2842.60
00828360 -2978.25 -2844.08
00828420 -2978.05 -2845.04
00828480 -2978.52 -2845.41
00828540 -2977.61 -2846.11
00828600 -2978.22 -2846.72
00828660 -2977.10 -2846.16
00828720 -2977.91 -2846.86
00828780 -2977.94 -2848.52
00828840 -2977.83 -2850.21
00828900 -2977.21 -2850.24
00828960 -2977.45 -2850.59
00829020 -2977.57 -2851.47
00829080 -2977.47 -2852.83
00829140 -2978.22 -2852.71
00829200 -2977.51 -2854.31
00829260 -2977.11 -2854.92
00829320 -2976.39 -2855.34
00829380 -2977.42 -2857.31
00829440 -2977.43 -2858.25
00829500 -2976.77 -2858.13
00829560 -2977.00 -2858.42
00829620 -2976.59 -2860.51
00829680 -2976.92 -2861.30
00829740 -2977.35 -2861.47
00829800 -2976.81 -2863.01
00829860 -2975.97 -2861.82
00829920 -2976.09 -2863.64
00829980 -2975.50 -2863.98
00830040 -2976.25 -2864.44
00830100 -2976.10 -2865.80
00830160 -2976.84 -2866.66
00830220 -2976.67 -2867.09
00830280 -2975.31 -2868.13
00830340 -2977.31 -2869.81
00830400 -2974.73 -2869.33
00830460 -2975.54 -2870.41
00830520 -2976.26 -2870.55
00830580 -2975.61 -2869.88
00830640 -2975.56 -2870.48
00830700 -2975.62 -2870.21
00830760 -2976.46 -2869.72
00830820 -2975.97 -2869.48
00830880 -2976.42 -2868.84
00830940 -2976.40 -2870.65
00831000 -2976.13 -2870.02
00831060 -2974.66 -2869.73
00831120 -2975.50 -2870.12
00831180 -2975.61 -2870.45
00831240 -2975.16 -2869.66
00831300 -2975.84 -2869.18
00831360 -2975.82 -2869.09
00831420 -2975.07 -2868.95
00831480 -2975.67 -2870.00
00831540 -2975.39 -2869.75
00831600 -2974.58 -2870.17
00831660 -2975.22 -2870.05
00831720 -2975.31 -2870.91
00831780 -2974.55 -2869.82
00831840 -2975.40 -2869.34
00831900 -2975.32 -2869.60
00831960 -2975.73 -2870.53
00832020 -2975.86 -2870.49
00832080 -2974.89 -2869.93
00832140 -2975.08 -2870.14
00832200 -2975.10 -2869.51
00832260 -2976.51 -2869.42
00832320 -2975.18 -2870.08
00832380 -2974.97 -2869.37
00832440 -2974.72 -2870.29
00832500 -2975.03 -2869.04
00832560 -2975.56 -2869.90
00832620 -2975.26 -2870.85
00832680 -2974.50 -2870.18
00832740 -2974.83 -2869.98
00832800 -2975.02 -2870.17
00832860 -2975.54 -2870.56
00832920 -2975.18 -2869.84
00832980 -2974.89 -2869.33
00833040 -2975.86 -2870.70
00833100 -2975.81 -2869.97
00833160 -2974.95 -2869.61
00833220 -2976.66 -2869.29
00833280 -2974.69 -2869.74
00833340 -2975.11 -2870.43
00833400 -2975.90 -2869.93
00833460 -2975.58 -2870.16
00833520 -2975.98 -2870.21
00833580 -2975.22 -2869.99
00833640 -2975.77 -2870.45
00833700 -2974.66 -2869.47
00833760 -2975.35 -2869.68
00833820 -2974.67 -2869.55
00833880 -2975.91 -2869.53
00833940 -2976.04 -2870.36
00834000 -2975.06 -2870.19
00834060 -2975.14 -2869.39
00834120 -2974.24 -2869.86
00834180 -2975.14 -2869.39
00834240 -2975.94 -2869.46
00834300 -2974.13 -2870.39
00834360 -2974.67 -2869.45
00834420 -2975.37 -2869.58
00834480 -2974.04 -2870.37
00834540 -2975.65 -2869.76
00834600 -2974.68 -2868.82
00834660 -2975.28 -2869.65
00834720 -2975.27 -2869.67
00834780 -2976.01 -2869.50
00834840 -2975.24 -2869.81
00834900 -2974.98 -2869.61
00834960 -2974.84 -2869.01
00835020 -2974.86 -2870.55
00835080 -2974.86 -2869.87
00835140 -2975.06 -2870.27
00835200 -2975.87 -2870.09
00835260 -2974.47 -2869.67
00835320 -2974.43 -2870.42
00835380 -2974.15 -2870.93
00835440 -2973.94 -2869.28
00835500 -2974.49 -2869.84
00835560 -2975.67 -2870.94
00835620 -2974.13 -2870.45
00835680 -2974.62 -2869.93
00835740 -2975.08 -2870.19
00835800 -2974.47 -2869.21
00835860 -2974.15 -2868.97
00835920 -2974.50 -2869.35
00835980 -2974.82 -2869.44
00836040 -2974.39 -2870.39
00836100 -2974.59 -2869.62
00836160 -2975.05 -2869.81
00836220 -2975.03 -2869.81
00836280 -2975.50 -2869.28
00836340 -2974.64 -2869.93
00836400 -2974.26 -2869.91
00836460 -2974.08 -2871.17
00836520 -2974.66 -2870.17
00836580 -2974.98 -2870.78
00836640 -2975.58 -2870.21
00836700 -2975.83 -2870.39
00836760 -2976.21 -2871.79
00836820 -2976.48 -2871.02
00836880 -2976.18 -2872.36
00836940 -2976.76 -2872.77
00837000 -2976.81 -2872.75
00837060 -2976.20 -2872.40
00837120 -2977.58 -2873.65
00837180 -2978.01 -2873.22
00837240 -2978.29 -2874.20
00837300 -2978.31 -2874.14
00837360 -2978.49 -2874.64
00837420 -2979.29 -2874.13
00837480 -2978.92 -2875.10
00837540 -2978.58 -2875.58
00837600 -2979.58 -2875.87
00837660 -2979.64 -2875.15
00837720 -2980.10 -2876.68
00837780 -2980.08 -2875.74
00837840 -2981.14 -2877.65
00837900 -2980.65 -2877.61
00837960 -2981.21 -2878.11
00838020 -2981.92 -2877.09
00838080 -2981.04 -2878.82
00838140 -2982.36 -2879.57
00838200 -2982.64 -2878.31
00838260 -2981.81 -2878.59
00838320 -2983.01 -2879.19
00838380 -2983.19 -2879.78
00838440 -2983.37 -2880.44
00838500 -2984.09 -2880.71
00838560 -2984.11 -2880.10
00838620 -2984.82 -2880.59
00838680 -2984.10 -2881.10
00838740 -2985.55 -2882.54
00838800 -2985.67 -2881.78
00838860 -2985.26 -2882.28
00838920 -2985.64 -2882.42
00838980 -2986.10 -2884.12
00839040 -2986.29 -2883.41
00839100 -2986.75 -2883.03
00839160 -2986.50 -2884.14
00839220 -2986.47 -2885.00
00839280 -2986.89 -2884.44
00839340 -2988.17 -2884.20
00839400 -2988.05 -2884.29
00839460 -2987.53 -2884.97
00839520 -2988.23 -2886.76
00839580 -2987.97 -2887.14
00839640 -2987.89 -2886.57
00839700 -2989.26 -2886.73
00839760 -2989.44 -2886.96
00839820 -2989.44 -2886.93
00839880 -2989.17 -2886.55
00839940 -2990.19 -2887.85
