SDF assignment March 2019, simulated position coordinate readings
 LZF, 12 Mar 2019
01561860 -4134.94 -6458.89 7672.16 -2.140218
01561920 -4133.88 -6459.36 7667.67 -2.140151
01561980 -4133.24 -6459.33 7669.98 -2.139984
01562040 -4132.44 -6459.47 7668.07 -2.140209
01562100 -4131.62 -6458.41 7667.72 -2.139794
01562160 -4131.88 -6459.40 7667.94 -2.139887
01562220 -4130.62 -6459.64 7668.76 -2.139965
01562280 -4130.02 -6459.57 7669.58 -2.139685
01562340 -4129.35 -6460.13 7666.62 -2.139576
01562400 -4129.41 -6460.26 7666.95 -2.139763
01562460 -4128.40 -6458.79 7666.18 -2.139358
01562520 -4127.79 -6459.82 7666.31 -2.139440
01562580 -4126.67 -6459.87 7664.66 -2.139601
01562640 -4126.85 -6460.02 7664.36 -2.139125
01562700 -4125.80 -6460.54 7665.70 -2.139095
01562760 -4124.90 -6460.74 7664.57 -2.139164
01562820 -4125.64 -6460.39 7663.54 -2.138891
01562880 -4123.51 -6459.23 7663.39 -2.138757
01562940 -4123.76 -6461.13 7664.10 -2.138898
01563000 -4123.39 -6460.93 7664.53 -2.138793
01563060 -4122.30 -6461.83 7664.22 -2.138733
01563120 -4121.67 -6461.67 7664.72 -2.138667
01563180 -4120.37 -6462.93 7663.06 -2.138510
01563240 -4121.34 -6463.44 7664.37 -2.138528
01563300 -4120.83 -6463.28 7665.19 -2.138213
01563360 -4120.44 -6464.63 7664.09 -2.138118
01563420 -4120.28 -6465.90 7667.34 -2.138114
01563480 -4118.81 -6465.54 7665.57 -2.138031
01563540 -4118.48 -6465.90 7666.95 -2.138072
01563600 -4118.77 -6467.02 7667.82 -2.137912
01563660 -4118.20 -6467.88 7667.28 -2.137880
01563720 -4118.06 -6468.83 7667.42 -2.137588
01563780 -4117.48 -6468.67 7667.21 -2.137554
01563840 -4117.20 -6469.68 7670.48 -2.137560
01563900 -4116.76 -6470.68 7667.61 -2.137463
01563960 -4116.25 -6470.39 7668.00 -2.137511
01564020 -4115.77 -6471.54 7670.87 -2.137076
01564080 -4115.20 -6472.01 7670.04 -2.137196
01564140 -4115.10 -6472.40 7669.55 -2.136996
01564200 -4114.47 -6473.10 7670.40 -2.136869
01564260 -4114.31 -6473.89 7672.46 -2.136846
01564320 -4114.22 -6474.48 7673.82 -2.136637
01564380 -4113.84 -6476.06 7670.77 -2.136730
01564440 -4113.74 -6475.94 7673.50 -2.136513
01564500 -4112.80 -6476.65 7674.70 -2.136564
01564560 -4112.57 -6478.87 7672.78 -2.136556
01564620 -4112.18 -6478.17 7674.25 -2.136327
01564680 -4111.43 -6479.11 7673.08 -2.136294
01564740 -4111.50 -6478.93 7674.39 -2.136165
01564800 -4110.95 -6480.34 7674.50 -2.136051
01564860 -4111.02 -6481.21 7674.95 -2.136041
01564920 -4109.46 -6481.64 7676.48 -2.135876
01564980 -4109.88 -6482.56 7675.34 -2.135777
01565040 -4108.77 -6482.73 7674.91 -2.135761
01565100 -4109.49 -6483.28 7674.15 -2.135617
01565160 -4108.78 -6484.71 7675.79 -2.135666
01565220 -4107.39 -6484.11 7675.35 -2.135512
01565280 -4108.51 -6485.15 7676.59 -2.135112
01565340 -4107.25 -6485.88 7678.17 -2.135316
01565400 -4107.08 -6486.35 7677.15 -2.135143
01565460 -4106.33 -6487.83 7678.35 -2.134887
01565520 -4105.96 -6487.84 7679.09 -2.135027
01565580 -4105.47 -6488.78 7678.05 -2.135054
01565640 -4106.19 -6488.77 7680.12 -2.135058
01565700 -4104.29 -6489.62 7678.46 -2.134755
01565760 -4104.23 -6489.97 7678.99 -2.134669
01565820 -4104.71 -6491.90 7679.69 -2.134475
01565880 -4104.21 -6493.22 7682.46 -2.134551
01565940 -4103.53 -6492.35 7680.05 -2.134574
01566000 -4102.84 -6493.42 7682.35 -2.134499
01566060 -4102.05 -6493.46 7680.86 -2.134198
01566120 -4101.32 -6493.66 7681.28 -2.134164
01566180 -4101.83 -6495.86 7683.66 -2.134120
01566240 -4100.95 -6495.83 7681.67 -2.133802
01566300 -4100.89 -6496.37 7681.57 -2.134069
01566360 -4100.60 -6497.66 7679.97 -2.133773
01566420 -4099.98 -6498.43 7684.80 -2.133815
01566480 -4099.69 -6498.66 7681.41 -2.133467
01566540 -4100.43 -6499.29 7684.97 -2.133547
01566600 -4098.28 -6499.02 7684.68 -2.133373
01566660 -4098.09 -6501.08 7684.46 -2.133260
01566720 -4098.85 -6500.72 7684.17 -2.133205
01566780 -4097.67 -6503.05 7685.91 -2.133026
01566840 -4097.86 -6502.21 7686.37 -2.132919
01566900 -4097.77 -6502.23 7687.58 -2.133063
01566960 -4096.96 -6504.07 7684.73 -2.132872
01567020 -4096.24 -6505.14 7688.53 -2.132735
01567080 -4095.85 -6505.73 7686.58 -2.132715
01567140 -4096.17 -6505.61 7689.24 -2.132773
01567200 -4095.15 -6506.11 7686.68 -2.132359
01567260 -4095.57 -6507.04 7687.20 -2.132530
01567320 -4095.27 -6506.94 7687.35 -2.132505
01567380 -4094.32 -6507.35 7687.75 -2.132313
01567440 -4093.03 -6507.96 7690.02 -2.132046
01567500 -4093.58 -6509.74 7687.51 -2.132159
01567560 -4091.76 -6510.16 7692.19 -2.131988
01567620 -4092.10 -6510.11 7690.13 -2.131785
01567680 -4090.88 -6510.54 7690.30 -2.131987
01567740 -4090.31 -6511.96 7692.09 -2.131744
01567800 -4089.86 -6511.04 7689.44 -2.131679
01567860 -4090.60 -6513.12 7689.29 -2.131486
01567920 -4089.48 -6512.92 7691.30 -2.131468
01567980 -4088.45 -6513.41 7688.17 -2.131414
01568040 -4089.17 -6513.46 7690.70 -2.131190
01568100 -4087.67 -6514.45 7689.73 -2.131330
01568160 -4088.44 -6515.17 7690.19 -2.131232
01568220 -4087.14 -6514.94 7688.86 -2.131206
01568280 -4087.13 -6516.01 7690.97 -2.131014
01568340 -4085.79 -6516.04 7689.51 -2.130830
01568400 -4085.91 -6516.30 7690.37 -2.130573
01568460 -4085.01 -6517.48 7689.01 -2.130620
01568520 -4084.13 -6517.84 7692.51 -2.130536
01568580 -4084.11 -6518.26 7689.70 -2.130535
01568640 -4083.43 -6517.72 7692.55 -2.130579
01568700 -4082.31 -6518.76 7693.14 -2.130276
01568760 -4082.19 -6519.54 7692.24 -2.130209
01568820 -4081.49 -6519.85 7691.57 -2.130280
01568880 -4081.75 -6519.91 7691.78 -2.130074
01568940 -4080.29 -6520.17 7692.07 -2.129874
01569000 -4080.03 -6521.00 7694.02 -2.129966
01569060 -4079.89 -6521.15 7692.63 -2.129809
01569120 -4078.91 -6521.93 7694.58 -2.129657
01569180 -4078.04 -6522.04 7692.68 -2.129766
01569240 -4079.02 -6523.37 7690.81 -2.129697
01569300 -4077.92 -6523.78 7692.18 -2.129376
01569360 -4077.00 -6523.48 7692.23 -2.129449
01569420 -4077.09 -6523.98 7693.75 -2.129503
01569480 -4075.67 -6525.58 7693.96 -2.129370
01569540 -4075.17 -6525.33 7692.81 -2.129141
01569600 -4075.50 -6526.55 7695.57 -2.129116
01569660 -4074.27 -6526.23 7693.98 -2.128793
01569720 -4074.41 -6526.31 7694.29 -2.128988
01569780 -4074.41 -6527.94 7694.41 -2.128743
01569840 -4073.23 -6528.39 7693.07 -2.128704
01569900 -4072.34 -6528.15 7693.79 -2.128765
01569960 -4072.17 -6528.73 7694.46 -2.128431
01570020 -4071.77 -6529.80 7696.56 -2.128395
01570080 -4071.87 -6530.43 7696.92 -2.128306
01570140 -4071.75 -6532.24 7694.22 -2.128123
01570200 -4070.62 -6531.02 7696.52 -2.127978
01570260 -4070.50 -6532.47 7698.03 -2.127960
01570320 -4069.68 -6532.72 7697.07 -2.128113
01570380 -4070.35 -6533.65 7696.91 -2.127712
01570440 -4069.43 -6533.67 7697.16 -2.127721
01570500 -4069.31 -6534.65 7698.03 -2.127749
01570560 -4069.31 -6536.83 7698.92 -2.127676
01570620 -4069.28 -6537.73 7698.45 -2.127571
01570680 -4068.04 -6537.18 7702.29 -2.127691
01570740 -4068.73 -6538.03 7698.15 -2.127453
01570800 -4067.21 -6538.71 7700.90 -2.127236
01570860 -4067.95 -6539.56 7700.37 -2.127229
01570920 -4067.19 -6541.08 7702.30 -2.127200
01570980 -4066.43 -6541.71 7701.00 -2.127188
01571040 -4067.09 -6541.74 7702.78 -2.127077
01571100 -4065.07 -6542.40 7701.69 -2.126902
01571160 -4065.72 -6542.80 7704.61 -2.126761
01571220 -4065.40 -6543.43 7702.92 -2.126856
01571280 -4064.50 -6543.62 7703.85 -2.126711
01571340 -4064.68 -6545.22 7705.85 -2.126337
01571400 -4065.04 -6545.54 7705.08 -2.126582
01571460 -4065.39 -6546.68 7706.26 -2.126504
01571520 -4063.59 -6548.04 7704.91 -2.126288
01571580 -4063.20 -6547.55 7705.76 -2.126147
01571640 -4062.91 -6547.69 7706.67 -2.126132
01571700 -4063.21 -6548.77 7706.94 -2.126045
01571760 -4062.25 -6549.69 7708.92 -2.125898
01571820 -4062.57 -6550.99 7709.96 -2.125691
01571880 -4061.75 -6550.47 7708.94 -2.125799
01571940 -4062.12 -6551.97 7709.97 -2.125673
01572000 -4062.44 -6552.69 7708.38 -2.125668
01572060 -4060.61 -6552.54 7707.85 -2.125529
01572120 -4060.93 -6553.99 7711.48 -2.125500
01572180 -4061.19 -6554.92 7712.44 -2.125487
01572240 -4060.34 -6554.45 7708.62 -2.125429
01572300 -4059.66 -6556.46 7711.37 -2.125367
01572360 -4059.81 -6556.21 7712.99 -2.125256
01572420 -4058.72 -6556.81 7709.97 -2.125247
01572480 -4059.21 -6559.00 7711.64 -2.125167
01572540 -4058.94 -6558.51 7713.41 -2.125044
01572600 -4057.61 -6560.11 7713.30 -2.125009
01572660 -4058.24 -6559.82 7714.40 -2.124807
01572720 -4057.23 -6561.03 7713.63 -2.124694
01572780 -4056.24 -6560.51 7714.84 -2.124652
01572840 -4057.40 -6561.71 7714.29 -2.124412
01572900 -4056.85 -6563.14 7714.93 -2.124303
01572960 -4055.76 -6563.82 7714.85 -2.124350
01573020 -4056.93 -6563.94 7716.07 -2.124206
01573080 -4056.13 -6565.02 7716.06 -2.124365
01573140 -4055.83 -6564.75 7717.32 -2.124072
01573200 -4055.48 -6567.22 7717.09 -2.124006
01573260 -4055.04 -6567.74 7718.36 -2.123804
01573320 -4053.33 -6566.71 7718.48 -2.123898
01573380 -4054.62 -6567.87 7721.19 -2.123715
01573440 -4055.37 -6570.34 7719.92 -2.123825
01573500 -4054.74 -6570.35 7719.63 -2.123598
01573560 -4054.92 -6571.34 7720.81 -2.123664
01573620 -4054.37 -6572.02 7720.97 -2.123641
01573680 -4055.15 -6572.48 7720.82 -2.123625
01573740 -4055.06 -6573.87 7724.93 -2.123601
01573800 -4054.22 -6574.94 7723.21 -2.123366
01573860 -4053.97 -6574.49 7723.50 -2.123503
01573920 -4055.13 -6576.00 7725.66 -2.123205
01573980 -4054.74 -6577.18 7725.54 -2.123277
01574040 -4054.62 -6578.82 7727.47 -2.123359
01574100 -4054.68 -6578.83 7727.33 -2.123273
01574160 -4055.48 -6580.24 7729.80 -2.123105
01574220 -4054.90 -6580.77 7730.05 -2.123045
01574280 -4054.83 -6581.08 7729.34 -2.123146
01574340 -4054.83 -6582.21 7730.65 -2.123170
01574400 -4055.53 -6581.55 7732.03 -2.123027
01574460 -4055.90 -6583.94 7731.87 -2.123045
01574520 -4055.67 -6585.21 7734.34 -2.122773
01574580 -4055.50 -6585.40 7733.88 -2.122748
01574640 -4055.81 -6585.88 7735.60 -2.122668
01574700 -4055.92 -6587.05 7737.27 -2.122722
01574760 -4056.20 -6588.26 7737.45 -2.122685
01574820 -4056.55 -6588.57 7736.97 -2.122687
01574880 -4056.02 -6589.64 7737.84 -2.122362
01574940 -4056.06 -6590.85 7736.33 -2.122609
01575000 -4055.43 -6590.70 7739.76 -2.122367
01575060 -4056.40 -6592.54 7739.84 -2.122461
01575120 -4056.30 -6592.65 7740.45 -2.122121
01575180 -4056.21 -6593.77 7741.68 -2.122368
01575240 -4056.39 -6594.45 7740.78 -2.122343
01575300 -4056.14 -6595.68 7743.46 -2.122125
01575360 -4057.18 -6596.11 7742.33 -2.122151
01575420 -4056.01 -6597.64 7743.28 -2.122141
01575480 -4056.88 -6597.56 7744.19 -2.122089
01575540 -4056.38 -6598.35 7746.50 -2.121832
01575600 -4057.47 -6601.02 7746.35 -2.121981
01575660 -4057.23 -6601.00 7747.83 -2.121839
01575720 -4056.80 -6600.59 7747.97 -2.121910
01575780 -4056.44 -6602.71 7748.47 -2.121791
01575840 -4056.81 -6603.23 7749.92 -2.121525
01575900 -4056.77 -6602.96 7751.66 -2.121868
01575960 -4055.89 -6604.42 7752.92 -2.121634
01576020 -4057.34 -6604.92 7751.97 -2.121450
01576080 -4056.39 -6606.05 7752.42 -2.121653
01576140 -4057.45 -6606.82 7753.83 -2.121566
01576200 -4057.29 -6607.88 7754.29 -2.121655
01576260 -4057.28 -6608.24 7754.53 -2.121482
01576320 -4057.65 -6609.02 7754.13 -2.121429
01576380 -4057.07 -6610.92 7755.80 -2.121346
01576440 -4057.35 -6610.54 7755.42 -2.121232
01576500 -4057.57 -6611.83 7759.65 -2.121211
01576560 -4057.05 -6612.59 7759.20 -2.120991
01576620 -4058.15 -6614.04 7759.34 -2.121087
01576680 -4057.11 -6614.42 7758.91 -2.121077
01576740 -4058.24 -6615.29 7760.95 -2.120992
01576800 -4057.46 -6616.19 7760.19 -2.121014
01576860 -4058.64 -6617.35 7761.07 -2.120892
01576920 -4058.48 -6617.86 7762.23 -2.120851
01576980 -4057.71 -6619.70 7763.95 -2.120961
01577040 -4058.51 -6619.04 7765.47 -2.120779
01577100 -4058.23 -6620.27 7765.77 -2.120578
01577160 -4058.23 -6620.75 7767.45 -2.120674
01577220 -4057.59 -6622.43 7766.60 -2.120692
01577280 -4058.29 -6623.05 7766.81 -2.120568
01577340 -4057.82 -6624.30 7768.01 -2.120540
01577400 -4057.94 -6623.68 7767.31 -2.120419
01577460 -4058.51 -6624.97 7772.26 -2.120448
01577520 -4057.68 -6626.84 7771.14 -2.120257
01577580 -4058.50 -6627.42 7771.89 -2.120367
01577640 -4058.52 -6628.06 7773.01 -2.120221
01577700 -4059.18 -6628.48 7771.91 -2.120144
01577760 -4060.30 -6629.01 7774.48 -2.120196
01577820 -4059.79 -6629.39 7773.73 -2.120380
01577880 -4059.97 -6630.47 7774.94 -2.120285
01577940 -4060.95 -6630.90 7776.99 -2.120419
01578000 -4061.49 -6631.82 7775.82 -2.120447
01578060 -4061.95 -6631.95 7778.79 -2.120379
01578120 -4062.29 -6632.81 7778.72 -2.120368
01578180 -4061.92 -6632.95 7779.17 -2.120370
01578240 -4062.80 -6634.38 7780.24 -2.120486
01578300 -4063.53 -6635.01 7781.44 -2.120298
01578360 -4064.83 -6634.65 7779.52 -2.120343
01578420 -4065.01 -6634.51 7782.95 -2.120296
01578480 -4065.26 -6636.12 7781.82 -2.120403
01578540 -4065.38 -6636.27 7784.24 -2.120552
01578600 -4065.99 -6638.31 7781.29 -2.120410
01578660 -4067.25 -6638.42 7785.40 -2.120506
01578720 -4066.91 -6638.76 7784.01 -2.120586
01578780 -4067.72 -6638.96 7788.48 -2.120421
01578840 -4067.18 -6640.18 7785.51 -2.120726
01578900 -4068.32 -6639.97 7787.41 -2.120537
01578960 -4069.02 -6640.82 7790.08 -2.120496
01579020 -4070.67 -6641.93 7789.84 -2.120773
01579080 -4070.35 -6641.21 7790.28 -2.120632
01579140 -4070.10 -6642.54 7789.49 -2.120666
01579200 -4071.94 -6643.48 7789.99 -2.120483
01579260 -4072.00 -6643.86 7791.54 -2.120463
01579320 -4072.06 -6644.38 7790.70 -2.120649
01579380 -4073.78 -6645.37 7793.52 -2.120834
01579440 -4073.06 -6645.67 7794.43 -2.120714
01579500 -4073.97 -6646.21 7794.06 -2.120795
01579560 -4074.70 -6646.15 7794.91 -2.120622
01579620 -4074.71 -6647.02 7797.26 -2.120879
01579680 -4074.90 -6647.83 7796.35 -2.120596
01579740 -4075.49 -6646.97 7796.10 -2.120754
01579800 -4075.79 -6649.83 7797.36 -2.120798
01579860 -4076.78 -6649.12 7799.91 -2.120824
01579920 -4077.50 -6650.13 7801.08 -2.120654
01579980 -4078.18 -6651.38 7800.65 -2.120755
01580040 -4078.46 -6650.10 7801.17 -2.120927
01580100 -4078.52 -6651.91 7803.30 -2.120892
01580160 -4078.17 -6652.45 7801.78 -2.120854
01580220 -4079.71 -6651.09 7803.56 -2.120804
01580280 -4079.63 -6653.60 7805.38 -2.120762
01580340 -4081.27 -6653.85 7806.06 -2.120805
01580400 -4080.87 -6655.11 7806.06 -2.120932
01580460 -4082.04 -6656.46 7805.87 -2.120816
01580520 -4081.17 -6655.73 7807.00 -2.120877
01580580 -4082.44 -6655.86 7808.08 -2.120692
01580640 -4081.76 -6657.90 7809.10 -2.120853
01580700 -4082.14 -6658.14 7810.34 -2.120806
01580760 -4083.17 -6658.65 7809.52 -2.120812
01580820 -4083.06 -6659.50 7811.48 -2.120970
01580880 -4083.78 -6659.94 7813.45 -2.120956
01580940 -4084.24 -6660.09 7813.87 -2.121055
01581000 -4085.64 -6661.44 7814.15 -2.120850
01581060 -4085.67 -6661.80 7816.10 -2.120743
01581120 -4086.02 -6663.22 7815.08 -2.120946
01581180 -4087.25 -6663.29 7816.23 -2.121064
01581240 -4086.13 -6664.72 7818.78 -2.120926
01581300 -4086.95 -6664.97 7816.36 -2.120898
01581360 -4087.28 -6666.16 7821.89 -2.120971
01581420 -4088.39 -6666.23 7818.62 -2.120777
01581480 -4087.63 -6666.30 7821.08 -2.120927
01581540 -4088.11 -6667.60 7821.95 -2.120927
01581600 -4089.01 -6668.05 7820.94 -2.121034
01581660 -4089.60 -6669.10 7820.51 -2.120960
01581720 -4089.92 -6668.75 7822.27 -2.120842
01581780 -4090.65 -6669.86 7824.91 -2.120944
01581840 -4091.38 -6671.22 7825.14 -2.120773
01581900 -4090.31 -6671.91 7826.41 -2.120954
01581960 -4092.18 -6671.99 7827.15 -2.120703
01582020 -4092.47 -6673.85 7828.68 -2.120917
01582080 -4092.24 -6673.38 7828.61 -2.120842
01582140 -4092.49 -6674.71 7828.64 -2.120886
01582200 -4093.12 -6675.87 7830.79 -2.120838
01582260 -4094.22 -6676.00 7831.51 -2.120912
01582320 -4094.63 -6676.46 7831.88 -2.120874
01582380 -4094.70 -6677.19 7831.43 -2.120916
01582440 -4095.02 -6678.08 7833.13 -2.120723
01582500 -4095.02 -6678.13 7834.24 -2.120949
01582560 -4096.68 -6678.73 7834.11 -2.120812
01582620 -4095.91 -6680.48 7836.48 -2.120893
01582680 -4097.51 -6680.21 7837.59 -2.120904
01582740 -4097.10 -6680.70 7837.63 -2.121005
01582800 -4097.63 -6681.33 7839.14 -2.120802
01582860 -4097.88 -6682.08 7838.02 -2.121011
01582920 -4097.68 -6683.82 7840.59 -2.120989
01582980 -4098.79 -6683.30 7839.41 -2.121111
01583040 -4099.46 -6685.76 7840.98 -2.120790
01583100 -4100.62 -6685.32 7842.70 -2.120802
01583160 -4100.13 -6685.61 7843.18 -2.121018
01583220 -4100.36 -6685.83 7844.46 -2.120899
01583280 -4101.27 -6688.00 7842.94 -2.121028
01583340 -4101.67 -6688.87 7847.28 -2.120816
01583400 -4101.92 -6688.05 7844.70 -2.120878
01583460 -4102.67 -6688.45 7846.42 -2.120981
01583520 -4103.03 -6689.17 7848.70 -2.120865
01583580 -4103.37 -6690.74 7846.85 -2.120854
01583640 -4102.89 -6691.16 7849.56 -2.120767
01583700 -4103.92 -6691.76 7849.68 -2.120797
01583760 -4105.04 -6691.96 7850.40 -2.120786
01583820 -4104.82 -6693.73 7851.09 -2.120853
01583880 -4105.58 -6693.58 7853.44 -2.120827
01583940 -4106.68 -6694.43 7852.68 -2.120930
01584000 -4105.54 -6695.86 7855.69 -2.121086
01584060 -4106.68 -6695.84 7854.86 -2.120939
01584120 -4106.53 -6696.21 7856.06 -2.120869
01584180 -4106.52 -6697.29 7857.03 -2.120792
01584240 -4107.58 -6698.07 7856.95 -2.120730
01584300 -4106.67 -6697.77 7856.34 -2.120876
01584360 -4106.80 -6698.98 7856.60 -2.120723
01584420 -4106.81 -6699.73 7857.46 -2.120694
01584480 -4106.72 -6701.07 7857.12 -2.120586
01584540 -4106.77 -6701.53 7858.02 -2.120693
01584600 -4106.40 -6702.35 7858.69 -2.120539
01584660 -4107.02 -6703.34 7861.86 -2.120514
01584720 -4106.92 -6703.86 7860.80 -2.120494
01584780 -4106.77 -6704.27 7864.60 -2.120552
01584840 -4107.19 -6705.62 7861.58 -2.120411
01584900 -4107.92 -6706.11 7864.30 -2.120577
01584960 -4106.21 -6706.87 7864.96 -2.120450
01585020 -4106.61 -6707.82 7864.05 -2.120264
01585080 -4107.72 -6707.70 7865.03 -2.120278
01585140 -4107.04 -6708.74 7866.00 -2.120073
01585200 -4107.40 -6709.45 7867.24 -2.119962
01585260 -4107.92 -6709.64 7868.89 -2.120076
01585320 -4107.09 -6710.20 7868.06 -2.120081
01585380 -4107.24 -6711.54 7867.32 -2.120087
01585440 -4107.43 -6711.57 7867.36 -2.119955
01585500 -4107.00 -6712.57 7868.41 -2.119855
01585560 -4106.86 -6713.22 7868.69 -2.119934
01585620 -4107.84 -6713.86 7871.43 -2.119744
01585680 -4107.09 -6714.42 7870.21 -2.119717
01585740 -4107.63 -6714.76 7872.15 -2.119704
01585800 -4107.49 -6716.83 7872.49 -2.119664
01585860 -4107.01 -6716.29 7874.00 -2.119690
01585920 -4107.49 -6716.67 7873.25 -2.119521
01585980 -4107.43 -6718.17 7874.25 -2.119718
01586040 -4106.92 -6719.10 7876.02 -2.119604
01586100 -4107.93 -6718.36 7874.70 -2.119586
01586160 -4107.25 -6720.09 7875.81 -2.119511
01586220 -4107.12 -6720.35 7875.67 -2.119468
01586280 -4106.68 -6722.58 7877.05 -2.119366
01586340 -4106.54 -6722.18 7877.54 -2.119143
01586400 -4106.68 -6722.78 7877.90 -2.119230
01586460 -4106.57 -6722.99 7878.67 -2.119272
01586520 -4107.20 -6723.45 7878.59 -2.118949
01586580 -4106.70 -6724.61 7879.15 -2.119435
01586640 -4107.25 -6725.05 7879.46 -2.118820
01586700 -4107.22 -6726.03 7880.84 -2.119003
01586760 -4107.80 -6726.48 7880.74 -2.119039
01586820 -4107.84 -6727.08 7883.66 -2.118612
01586880 -4106.88 -6727.89 7881.84 -2.118806
01586940 -4107.92 -6729.47 7883.05 -2.118965
01587000 -4107.96 -6729.66 7883.69 -2.118750
01587060 -4107.39 -6730.50 7884.82 -2.118707
01587120 -4107.58 -6731.63 7885.36 -2.118710
01587180 -4107.37 -6731.32 7885.99 -2.118735
01587240 -4107.91 -6733.33 7884.70 -2.118857
01587300 -4106.71 -6733.81 7888.46 -2.118631
01587360 -4108.09 -6733.85 7887.36 -2.118424
01587420 -4108.37 -6734.70 7887.88 -2.118530
01587480 -4106.78 -6735.76 7887.44 -2.118368
01587540 -4107.28 -6736.34 7889.92 -2.118283
01587600 -4106.65 -6736.16 7889.77 -2.118410
01587660 -4107.17 -6736.97 7889.38 -2.118246
01587720 -4107.49 -6739.04 7890.91 -2.118132
01587780 -4107.95 -6738.89 7891.40 -2.118307
01587840 -4107.16 -6738.87 7891.99 -2.118108
01587900 -4106.81 -6739.90 7893.39 -2.118153
01587960 -4107.01 -6740.86 7894.00 -2.118062
01588020 -4107.25 -6742.04 7895.40 -2.118213
01588080 -4107.43 -6740.97 7895.29 -2.118139
01588140 -4107.46 -6741.58 7893.49 -2.118059
01588200 -4107.87 -6741.20 7893.77 -2.118132
01588260 -4107.03 -6740.54 7893.32 -2.118197
01588320 -4107.80 -6741.22 7896.11 -2.118000
01588380 -4108.52 -6741.34 7894.41 -2.118054
01588440 -4107.72 -6741.41 7892.81 -2.117925
01588500 -4107.27 -6740.87 7896.55 -2.118143
01588560 -4107.79 -6742.65 7894.56 -2.117815
01588620 -4108.10 -6741.68 7895.34 -2.117986
01588680 -4107.70 -6741.34 7893.15 -2.118034
01588740 -4107.61 -6741.47 7894.62 -2.118140
01588800 -4107.73 -6741.13 7894.35 -2.118118
01588860 -4107.49 -6741.20 7896.68 -2.118183
01588920 -4108.57 -6741.58 7895.27 -2.118049
01588980 -4108.81 -6741.02 7895.37 -2.118166
01589040 -4107.52 -6741.34 7893.18 -2.118155
01589100 -4107.37 -6742.27 7894.74 -2.117988
01589160 -4107.57 -6741.04 7893.98 -2.118118
01589220 -4107.80 -6741.59 7895.50 -2.118176
01589280 -4107.69 -6741.90 7894.68 -2.118005
01589340 -4107.99 -6742.08 7893.34 -2.117953
01589400 -4107.46 -6741.34 7893.42 -2.117939
01589460 -4108.62 -6742.36 7895.83 -2.118061
01589520 -4107.54 -6741.05 7894.59 -2.117971
01589580 -4107.47 -6742.56 7894.20 -2.118006
01589640 -4108.23 -6741.91 7893.66 -2.117960
01589700 -4107.65 -6741.30 7894.21 -2.118148
01589760 -4107.73 -6741.57 7895.12 -2.117972
01589820 -4108.18 -6742.30 7895.38 -2.118129
01589880 -4108.54 -6742.16 7892.71 -2.117876
01589940 -4106.90 -6741.89 7895.33 -2.117953
01590000 -4108.09 -6742.39 7895.41 -2.118050
01590060 -4108.37 -6741.00 7895.61 -2.117987
01590120 -4107.85 -6742.38 7895.10 -2.117935
01590180 -4107.31 -6741.24 7896.71 -2.118064
01590240 -4107.59 -6742.80 7894.60 -2.117803
01590300 -4106.98 -6742.66 7894.67 -2.117821
01590360 -4107.83 -6743.00 7895.49 -2.117816
01590420 -4106.82 -6742.15 7896.32 -2.117933
01590480 -4107.13 -6742.27 7895.66 -2.118088
01590540 -4107.76 -6742.39 7894.94 -2.117947
01590600 -4108.03 -6742.75 7894.40 -2.117848
01590660 -4107.60 -6742.10 7895.43 -2.118188
01590720 -4107.54 -6742.96 7895.18 -2.118020
01590780 -4107.03 -6742.30 7896.67 -2.117982
01590840 -4108.25 -6742.37 7895.22 -2.118026
01590900 -4106.94 -6741.93 7894.19 -2.118137
01590960 -4107.69 -6742.14 7896.00 -2.117864
01591020 -4107.88 -6742.86 7897.02 -2.117988
01591080 -4107.27 -6743.37 7895.70 -2.118023
01591140 -4107.52 -6743.01 7896.70 -2.117853
01591200 -4107.63 -6742.81 7895.25 -2.117930
01591260 -4107.77 -6742.90 7894.48 -2.117972
01591320 -4107.65 -6743.49 7894.72 -2.117990
01591380 -4107.65 -6742.10 7895.12 -2.117933
01591440 -4108.24 -6742.86 7896.02 -2.118024
01591500 -4107.18 -6742.23 7894.32 -2.117954
01591560 -4107.40 -6743.19 7895.80 -2.117935
01591620 -4108.47 -6742.44 7895.39 -2.117845
01591680 -4107.48 -6743.03 7895.40 -2.117844
01591740 -4107.19 -6743.53 7896.14 -2.117742
01591800 -4107.32 -6743.42 7896.49 -2.117726
01591860 -4107.56 -6743.22 7894.27 -2.118019
01591920 -4109.00 -6743.76 7895.20 -2.117995
01591980 -4108.02 -6742.63 7898.08 -2.117738
01592040 -4107.65 -6743.27 7896.68 -2.117903
01592100 -4109.17 -6743.49 7897.09 -2.118140
01592160 -4108.02 -6743.10 7895.76 -2.118028
01592220 -4106.87 -6742.80 7895.57 -2.118230
01592280 -4107.65 -6743.05 7895.08 -2.117901
01592340 -4107.06 -6742.88 7897.41 -2.118007
01592400 -4108.38 -6743.34 7895.88 -2.117931
01592460 -4107.17 -6743.51 7896.81 -2.118009
01592520 -4107.01 -6743.11 7896.55 -2.117826
01592580 -4107.70 -6742.47 7895.32 -2.117998
01592640 -4107.56 -6744.03 7896.09 -2.117992
01592700 -4107.08 -6742.73 7895.44 -2.117869
01592760 -4107.58 -6743.48 7894.57 -2.117946
01592820 -4108.32 -6743.87 7894.55 -2.118028
